setting,dataset,num_samples,num_components,random_seed,skellam_mu,sigma,b,clipping_norm,q_f,q_clean,q_a
local,ca_income,195665,500,0,7,7.032,6,1.0,0.612719166373137,0.9512922096686961,0.013263611640067823
local,iris,150,10,0,7,1.081,6,1.0,0.933885619044304,0.9338856190443038,0.9853006839447797
local,iris,150,25,0,7,1.081,6,1.0,0.933885619044304,0.9338856190443038,0.9853006839447797
local,iris,150,50,0,7,1.081,6,1.0,0.933885619044304,0.9338856190443038,0.9853006839447797
local,iris,150,100,0,7,1.081,6,1.0,0.933885619044304,0.9338856190443038,0.9853006839447797
local,iris,150,125,0,7,1.081,6,1.0,0.933885619044304,0.9338856190443038,0.9853006839447797
local,iris,150,250,0,7,1.081,6,1.0,0.933885619044304,0.9338856190443038,0.9853006839447797
local,iris,150,500,0,7,1.081,6,1.0,0.933885619044304,0.9338856190443038,0.9853006839447797
local,iris,150,1000,0,7,1.081,6,1.0,0.933885619044304,0.9338856190443038,0.9853006839447797
fl,ca_income,195665,125,0,8.19,10000,6.0,1.0,0.5541647037455287,0.5541624613800046,0.9997172612544769
local,ca_income,195665,1000,0,7,7.032,6,1.0,1.0000000401021842,1.0000000401021845,0.013263611640067823
fl,iris,150,10,0,0.2036,10000,10.0,1.0,0.933885619044304,0.9338856190443038,0.9998441290457452
fl,iris,150,25,0,0.2036,10000,10.0,1.0,0.933885619044304,0.9338856190443038,0.9998441290457452
fl,iris,150,50,0,0.2036,10000,10.0,1.0,0.933885619044304,0.9338856190443038,0.9998441290457452
fl,iris,150,100,0,0.2036,10000,10.0,1.0,0.933885619044304,0.9338856190443038,0.9998441290457452
fl,iris,150,125,0,0.2036,10000,10.0,1.0,0.933885619044304,0.9338856190443038,0.9998441290457452
fl,iris,150,250,0,0.2036,10000,10.0,1.0,0.933885619044304,0.9338856190443038,0.9998441290457452
fl,iris,150,500,0,0.2036,10000,10.0,1.0,0.933885619044304,0.9338856190443038,0.9998441290457452
fl,iris,150,1000,0,0.2036,10000,10.0,1.0,0.933885619044304,0.9338856190443038,0.9998441290457452
fl,ca_income,195665,250,0,8.19,10000,6.0,1.0,0.7722947897886272,0.7723074729978476,0.9997172612544769
centralized,iris,150,10,0,7,1.081,6,1.0,0.9338856190443046,0.9338856190443038,0.9998068476858663
centralized,iris,150,25,0,7,1.081,6,1.0,0.9338856190443046,0.9338856190443038,0.9998068476858663
centralized,iris,150,50,0,7,1.081,6,1.0,0.9338856190443046,0.9338856190443038,0.9998068476858663
centralized,iris,150,100,0,7,1.081,6,1.0,0.9338856190443046,0.9338856190443038,0.9998068476858663
centralized,iris,150,125,0,7,1.081,6,1.0,0.9338856190443046,0.9338856190443038,0.9998068476858663
centralized,iris,150,250,0,7,1.081,6,1.0,0.9338856190443046,0.9338856190443038,0.9998068476858663
centralized,iris,150,500,0,7,1.081,6,1.0,0.9338856190443046,0.9338856190443038,0.9998068476858663
centralized,iris,150,1000,0,7,1.081,6,1.0,0.9338856190443046,0.9338856190443038,0.9998068476858663
fl,ca_income,195665,500,0,8.19,10000,6.0,1.0,0.9512604647170941,0.9512922096686961,0.9997172612544769
fl,iris,150,10,0,0.067,10000,10.0,1.0,0.9338856190443044,0.9338856190443038,0.9998441212072988
fl,iris,150,25,0,0.067,10000,10.0,1.0,0.9338856190443044,0.9338856190443038,0.9998441212072988
fl,iris,150,50,0,0.067,10000,10.0,1.0,0.9338856190443044,0.9338856190443038,0.9998441212072988
fl,iris,150,100,0,0.067,10000,10.0,1.0,0.9338856190443044,0.9338856190443038,0.9998441212072988
fl,iris,150,125,0,0.067,10000,10.0,1.0,0.9338856190443044,0.9338856190443038,0.9998441212072988
fl,iris,150,250,0,0.067,10000,10.0,1.0,0.9338856190443044,0.9338856190443038,0.9998441212072988
fl,iris,150,500,0,0.067,10000,10.0,1.0,0.9338856190443044,0.9338856190443038,0.9998441212072988
fl,iris,150,1000,0,0.067,10000,10.0,1.0,0.9338856190443044,0.9338856190443038,0.9998441212072988
fl,ca_income,195665,1000,0,8.19,10000,6.0,1.0,1.000000040102184,1.0000000401021845,0.9997172612544769
local,iris,150,10,0,7,0.6,6,1.0,0.9338856190443038,0.9338856190443038,0.9880763704014291
local,iris,150,25,0,7,0.6,6,1.0,0.9338856190443038,0.9338856190443038,0.9880763704014291
local,iris,150,50,0,7,0.6,6,1.0,0.9338856190443038,0.9338856190443038,0.9880763704014291
local,iris,150,100,0,7,0.6,6,1.0,0.9338856190443038,0.9338856190443038,0.9880763704014291
local,iris,150,125,0,7,0.6,6,1.0,0.9338856190443038,0.9338856190443038,0.9880763704014291
local,iris,150,250,0,7,0.6,6,1.0,0.9338856190443038,0.9338856190443038,0.9880763704014291
local,iris,150,500,0,7,0.6,6,1.0,0.9338856190443038,0.9338856190443038,0.9880763704014291
local,iris,150,1000,0,7,0.6,6,1.0,0.9338856190443038,0.9338856190443038,0.9880763704014291
centralized,ca_income,195665,10,0,7,7.032,6,1.0,0.10179652229523271,0.10306451053062196,0.9978996699084955
fl,iris,150,10,0,382.3,10000,14.0,1.0,0.9338856190443041,0.9338856190443038,0.9998422303571448
fl,iris,150,25,0,382.3,10000,14.0,1.0,0.9338856190443041,0.9338856190443038,0.9998422303571448
fl,iris,150,50,0,382.3,10000,14.0,1.0,0.9338856190443041,0.9338856190443038,0.9998422303571448
fl,iris,150,100,0,382.3,10000,14.0,1.0,0.9338856190443041,0.9338856190443038,0.9998422303571448
fl,iris,150,125,0,382.3,10000,14.0,1.0,0.9338856190443041,0.9338856190443038,0.9998422303571448
fl,iris,150,250,0,382.3,10000,14.0,1.0,0.9338856190443041,0.9338856190443038,0.9998422303571448
fl,iris,150,500,0,382.3,10000,14.0,1.0,0.9338856190443041,0.9338856190443038,0.9998422303571448
fl,iris,150,1000,0,382.3,10000,14.0,1.0,0.9338856190443041,0.9338856190443038,0.9998422303571448
centralized,ca_income,195665,25,0,7,7.032,6,1.0,0.19609661081729063,0.20037047667357455,0.9978996699084955
centralized,ca_income,195665,50,0,7,7.032,6,1.0,0.3047537023139238,0.3165350864583766,0.9978996699084955
centralized,iris,150,10,0,7,0.6,6,1.0,0.9338856190443039,0.9338856190443038,0.9999889151918832
centralized,iris,150,25,0,7,0.6,6,1.0,0.9338856190443039,0.9338856190443038,0.9999889151918832
centralized,iris,150,50,0,7,0.6,6,1.0,0.9338856190443039,0.9338856190443038,0.9999889151918832
centralized,iris,150,100,0,7,0.6,6,1.0,0.9338856190443039,0.9338856190443038,0.9999889151918832
centralized,iris,150,125,0,7,0.6,6,1.0,0.9338856190443039,0.9338856190443038,0.9999889151918832
centralized,iris,150,250,0,7,0.6,6,1.0,0.9338856190443039,0.9338856190443038,0.9999889151918832
centralized,iris,150,500,0,7,0.6,6,1.0,0.9338856190443039,0.9338856190443038,0.9999889151918832
centralized,iris,150,1000,0,7,0.6,6,1.0,0.9338856190443039,0.9338856190443038,0.9999889151918832
fl,iris,150,10,0,106.1,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998422072546462
fl,iris,150,25,0,106.1,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998422072546462
fl,iris,150,50,0,106.1,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998422072546462
fl,iris,150,100,0,106.1,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998422072546462
fl,iris,150,125,0,106.1,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998422072546462
fl,iris,150,250,0,106.1,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998422072546462
fl,iris,150,500,0,106.1,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998422072546462
fl,iris,150,1000,0,106.1,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998422072546462
fl,ca_income,195665,10,0,2.32,10000,6.0,1.0,0.10308845153056499,0.10306451053062196,0.9997186884855452
centralized,ca_income,195665,100,0,7,7.032,6,1.0,0.4570393260382341,0.48630057394686166,0.9978996699084955
local,iris,150,10,0,7,0.344,6,1.0,0.9338856190443034,0.9338856190443038,0.9929873311952001
local,iris,150,25,0,7,0.344,6,1.0,0.9338856190443034,0.9338856190443038,0.9929873311952001
local,iris,150,50,0,7,0.344,6,1.0,0.9338856190443034,0.9338856190443038,0.9929873311952001
local,iris,150,100,0,7,0.344,6,1.0,0.9338856190443034,0.9338856190443038,0.9929873311952001
local,iris,150,125,0,7,0.344,6,1.0,0.9338856190443034,0.9338856190443038,0.9929873311952001
local,iris,150,250,0,7,0.344,6,1.0,0.9338856190443034,0.9338856190443038,0.9929873311952001
local,iris,150,500,0,7,0.344,6,1.0,0.9338856190443034,0.9338856190443038,0.9929873311952001
local,iris,150,1000,0,7,0.344,6,1.0,0.9338856190443034,0.9338856190443038,0.9929873311952001
fl,ca_income,195665,25,0,2.32,10000,6.0,1.0,0.20039437921530862,0.20037047667357455,0.9997186884855452
centralized,ca_income,195665,125,0,7,7.032,6,1.0,0.5159977920473979,0.5541624613800046,0.9978996699084955
fl,iris,150,10,0,29.4,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998421950395886
fl,iris,150,25,0,29.4,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998421950395886
fl,iris,150,50,0,29.4,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998421950395886
fl,iris,150,100,0,29.4,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998421950395886
fl,iris,150,125,0,29.4,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998421950395886
fl,iris,150,250,0,29.4,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998421950395886
fl,iris,150,500,0,29.4,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998421950395886
fl,iris,150,1000,0,29.4,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998421950395886
fl,ca_income,195665,50,0,2.32,10000,6.0,1.0,0.3165515130999444,0.3165350864583766,0.9997186884855452
centralized,ca_income,195665,250,0,7,7.032,6,1.0,0.6921242383487268,0.7723074729978476,0.9978996699084955
centralized,iris,150,10,0,7,0.344,6,1.0,0.9338856190443042,0.9338856190443038,0.9999808945729067
centralized,iris,150,25,0,7,0.344,6,1.0,0.9338856190443042,0.9338856190443038,0.9999808945729067
centralized,iris,150,50,0,7,0.344,6,1.0,0.9338856190443042,0.9338856190443038,0.9999808945729067
centralized,iris,150,100,0,7,0.344,6,1.0,0.9338856190443042,0.9338856190443038,0.9999808945729067
centralized,iris,150,125,0,7,0.344,6,1.0,0.9338856190443042,0.9338856190443038,0.9999808945729067
centralized,iris,150,250,0,7,0.344,6,1.0,0.9338856190443042,0.9338856190443038,0.9999808945729067
centralized,iris,150,500,0,7,0.344,6,1.0,0.9338856190443042,0.9338856190443038,0.9999808945729067
centralized,iris,150,1000,0,7,0.344,6,1.0,0.9338856190443042,0.9338856190443038,0.9999808945729067
fl,ca_income,195665,100,0,2.32,10000,6.0,1.0,0.48630908678376705,0.48630057394686166,0.9997186884855452
centralized,ca_income,195665,500,0,7,7.032,6,1.0,0.8692728212172167,0.9512922096686961,0.9978996699084955
fl,iris,150,10,0,8.19,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998421886195366
fl,iris,150,25,0,8.19,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998421886195366
fl,iris,150,50,0,8.19,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998421886195366
fl,iris,150,100,0,8.19,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998421886195366
fl,iris,150,125,0,8.19,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998421886195366
fl,iris,150,250,0,8.19,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998421886195366
fl,iris,150,500,0,8.19,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998421886195366
fl,iris,150,1000,0,8.19,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998421886195366
fl,ca_income,195665,125,0,2.32,10000,6.0,1.0,0.5541672229668416,0.5541624613800046,0.9997186884855452
centralized,ca_income,195665,1000,0,7,7.032,6,1.0,1.0000000401021842,1.0000000401021845,0.9978996699084955
local,iris,150,10,1,7,25.077,6,1.0,0.9338856190443039,0.9338856190443038,0.428019579236771
local,iris,150,25,1,7,25.077,6,1.0,0.9338856190443039,0.9338856190443038,0.428019579236771
local,iris,150,50,1,7,25.077,6,1.0,0.9338856190443039,0.9338856190443038,0.428019579236771
local,iris,150,100,1,7,25.077,6,1.0,0.9338856190443039,0.9338856190443038,0.428019579236771
local,iris,150,125,1,7,25.077,6,1.0,0.9338856190443039,0.9338856190443038,0.428019579236771
local,iris,150,250,1,7,25.077,6,1.0,0.9338856190443039,0.9338856190443038,0.428019579236771
local,iris,150,500,1,7,25.077,6,1.0,0.9338856190443039,0.9338856190443038,0.428019579236771
local,iris,150,1000,1,7,25.077,6,1.0,0.9338856190443039,0.9338856190443038,0.428019579236771
fl,ca_income,195665,250,0,2.32,10000,6.0,1.0,0.7723021348174433,0.7723074729978476,0.9997186884855452
fl,iris,150,10,0,2.32,10000,14.0,1.0,0.9338856190443036,0.9338856190443038,0.9998421852597343
fl,iris,150,25,0,2.32,10000,14.0,1.0,0.9338856190443036,0.9338856190443038,0.9998421852597343
fl,iris,150,50,0,2.32,10000,14.0,1.0,0.9338856190443036,0.9338856190443038,0.9998421852597343
fl,iris,150,100,0,2.32,10000,14.0,1.0,0.9338856190443036,0.9338856190443038,0.9998421852597343
fl,iris,150,125,0,2.32,10000,14.0,1.0,0.9338856190443036,0.9338856190443038,0.9998421852597343
fl,iris,150,250,0,2.32,10000,14.0,1.0,0.9338856190443036,0.9338856190443038,0.9998421852597343
fl,iris,150,500,0,2.32,10000,14.0,1.0,0.9338856190443036,0.9338856190443038,0.9998421852597343
fl,iris,150,1000,0,2.32,10000,14.0,1.0,0.9338856190443036,0.9338856190443038,0.9998421852597343
fl,ca_income,195665,500,0,2.32,10000,6.0,1.0,0.951282074684141,0.9512922096686961,0.9997186884855452
centralized,iris,150,10,1,7,25.077,6,1.0,0.9338856190443041,0.9338856190443038,0.5006727877516757
centralized,iris,150,25,1,7,25.077,6,1.0,0.9338856190443041,0.9338856190443038,0.5006727877516757
centralized,iris,150,50,1,7,25.077,6,1.0,0.9338856190443041,0.9338856190443038,0.5006727877516757
centralized,iris,150,100,1,7,25.077,6,1.0,0.9338856190443041,0.9338856190443038,0.5006727877516757
centralized,iris,150,125,1,7,25.077,6,1.0,0.9338856190443041,0.9338856190443038,0.5006727877516757
centralized,iris,150,250,1,7,25.077,6,1.0,0.9338856190443041,0.9338856190443038,0.5006727877516757
centralized,iris,150,500,1,7,25.077,6,1.0,0.9338856190443041,0.9338856190443038,0.5006727877516757
centralized,iris,150,1000,1,7,25.077,6,1.0,0.9338856190443041,0.9338856190443038,0.5006727877516757
fl,iris,150,10,0,0.671,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998421834929558
fl,iris,150,25,0,0.671,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998421834929558
fl,iris,150,50,0,0.671,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998421834929558
fl,iris,150,100,0,0.671,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998421834929558
fl,iris,150,125,0,0.671,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998421834929558
fl,iris,150,250,0,0.671,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998421834929558
fl,iris,150,500,0,0.671,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998421834929558
fl,iris,150,1000,0,0.671,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998421834929558
fl,ca_income,195665,1000,0,2.32,10000,6.0,1.0,1.0000000401021842,1.0000000401021845,0.9997186884855452
local,ca_income,195665,10,0,7,3.731,6,1.0,0.012705634602526734,0.10306451053062196,0.013728097574546677
local,ca_income,195665,25,0,7,3.731,6,1.0,0.030720882927095437,0.20037047667357455,0.013728097574546677
local,iris,150,10,1,7,13.285,6,1.0,0.9338856190443039,0.9338856190443038,0.42026984130765815
local,iris,150,25,1,7,13.285,6,1.0,0.9338856190443039,0.9338856190443038,0.42026984130765815
local,iris,150,50,1,7,13.285,6,1.0,0.9338856190443039,0.9338856190443038,0.42026984130765815
local,iris,150,100,1,7,13.285,6,1.0,0.9338856190443039,0.9338856190443038,0.42026984130765815
local,iris,150,125,1,7,13.285,6,1.0,0.9338856190443039,0.9338856190443038,0.42026984130765815
local,iris,150,250,1,7,13.285,6,1.0,0.9338856190443039,0.9338856190443038,0.42026984130765815
local,iris,150,500,1,7,13.285,6,1.0,0.9338856190443039,0.9338856190443038,0.42026984130765815
local,iris,150,1000,1,7,13.285,6,1.0,0.9338856190443039,0.9338856190443038,0.42026984130765815
fl,iris,150,10,0,0.2036,10000,14.0,1.0,0.9338856190443041,0.9338856190443038,0.999842182568725
fl,iris,150,25,0,0.2036,10000,14.0,1.0,0.9338856190443041,0.9338856190443038,0.999842182568725
fl,iris,150,50,0,0.2036,10000,14.0,1.0,0.9338856190443041,0.9338856190443038,0.999842182568725
fl,iris,150,100,0,0.2036,10000,14.0,1.0,0.9338856190443041,0.9338856190443038,0.999842182568725
fl,iris,150,125,0,0.2036,10000,14.0,1.0,0.9338856190443041,0.9338856190443038,0.999842182568725
fl,iris,150,250,0,0.2036,10000,14.0,1.0,0.9338856190443041,0.9338856190443038,0.999842182568725
fl,iris,150,500,0,0.2036,10000,14.0,1.0,0.9338856190443041,0.9338856190443038,0.999842182568725
fl,iris,150,1000,0,0.2036,10000,14.0,1.0,0.9338856190443041,0.9338856190443038,0.999842182568725
local,ca_income,195665,50,0,7,3.731,6,1.0,0.061110926879785456,0.3165350864583766,0.013728097574546677
centralized,iris,150,10,1,7,13.285,6,1.0,0.9338856190443032,0.9338856190443038,0.9037274535871189
centralized,iris,150,25,1,7,13.285,6,1.0,0.9338856190443032,0.9338856190443038,0.9037274535871189
centralized,iris,150,50,1,7,13.285,6,1.0,0.9338856190443032,0.9338856190443038,0.9037274535871189
centralized,iris,150,100,1,7,13.285,6,1.0,0.9338856190443032,0.9338856190443038,0.9037274535871189
centralized,iris,150,125,1,7,13.285,6,1.0,0.9338856190443032,0.9338856190443038,0.9037274535871189
centralized,iris,150,250,1,7,13.285,6,1.0,0.9338856190443032,0.9338856190443038,0.9037274535871189
centralized,iris,150,500,1,7,13.285,6,1.0,0.9338856190443032,0.9338856190443038,0.9037274535871189
centralized,iris,150,1000,1,7,13.285,6,1.0,0.9338856190443032,0.9338856190443038,0.9037274535871189
fl,ca_income,195665,10,0,0.671,10000,6.0,1.0,0.10308848046814549,0.10306451053062196,0.9997189695942584
local,ca_income,195665,100,0,7,3.731,6,1.0,0.12233245317526213,0.48630057394686166,0.013728097574546677
fl,iris,150,10,0,0.067,10000,14.0,1.0,0.9338856190443029,0.9338856190443038,0.99984218208529
fl,iris,150,25,0,0.067,10000,14.0,1.0,0.9338856190443029,0.9338856190443038,0.99984218208529
fl,iris,150,50,0,0.067,10000,14.0,1.0,0.9338856190443029,0.9338856190443038,0.99984218208529
fl,iris,150,100,0,0.067,10000,14.0,1.0,0.9338856190443029,0.9338856190443038,0.99984218208529
fl,iris,150,125,0,0.067,10000,14.0,1.0,0.9338856190443029,0.9338856190443038,0.99984218208529
fl,iris,150,250,0,0.067,10000,14.0,1.0,0.9338856190443029,0.9338856190443038,0.99984218208529
fl,iris,150,500,0,0.067,10000,14.0,1.0,0.9338856190443029,0.9338856190443038,0.99984218208529
fl,iris,150,1000,0,0.067,10000,14.0,1.0,0.9338856190443029,0.9338856190443038,0.99984218208529
fl,ca_income,195665,25,0,0.671,10000,6.0,1.0,0.2003945031262994,0.20037047667357455,0.9997189695942584
local,ca_income,195665,125,0,7,3.731,6,1.0,0.15290643525015468,0.5541624613800046,0.013728097574546677
local,iris,150,10,1,7,7.032,6,1.0,0.9338856190443038,0.9338856190443038,0.4106783293538842
local,iris,150,25,1,7,7.032,6,1.0,0.9338856190443038,0.9338856190443038,0.4106783293538842
local,iris,150,50,1,7,7.032,6,1.0,0.9338856190443038,0.9338856190443038,0.4106783293538842
local,iris,150,100,1,7,7.032,6,1.0,0.9338856190443038,0.9338856190443038,0.4106783293538842
local,iris,150,125,1,7,7.032,6,1.0,0.9338856190443038,0.9338856190443038,0.4106783293538842
local,iris,150,250,1,7,7.032,6,1.0,0.9338856190443038,0.9338856190443038,0.4106783293538842
local,iris,150,500,1,7,7.032,6,1.0,0.9338856190443038,0.9338856190443038,0.4106783293538842
local,iris,150,1000,1,7,7.032,6,1.0,0.9338856190443038,0.9338856190443038,0.4106783293538842
fl,ca_income,195665,50,0,0.671,10000,6.0,1.0,0.31655176477780717,0.3165350864583766,0.9997189695942584
local,ca_income,195665,250,0,7,3.731,6,1.0,0.30817289007050863,0.7723074729978476,0.013728097574546677
fl,iris,150,10,0,382.3,10000,18.0,1.0,0.933885619044304,0.9338856190443038,0.9998420686133191
fl,iris,150,25,0,382.3,10000,18.0,1.0,0.933885619044304,0.9338856190443038,0.9998420686133191
fl,iris,150,50,0,382.3,10000,18.0,1.0,0.933885619044304,0.9338856190443038,0.9998420686133191
fl,iris,150,100,0,382.3,10000,18.0,1.0,0.933885619044304,0.9338856190443038,0.9998420686133191
fl,iris,150,125,0,382.3,10000,18.0,1.0,0.933885619044304,0.9338856190443038,0.9998420686133191
fl,iris,150,250,0,382.3,10000,18.0,1.0,0.933885619044304,0.9338856190443038,0.9998420686133191
fl,iris,150,500,0,382.3,10000,18.0,1.0,0.933885619044304,0.9338856190443038,0.9998420686133191
fl,iris,150,1000,0,382.3,10000,18.0,1.0,0.933885619044304,0.9338856190443038,0.9998420686133191
