setting,dataset,num_samples,num_components,random_seed,skellam_mu,sigma,b,clipping_norm,q_f,q_clean,q_a
fl,ca_income,195665,5,0,2.32,10000,14.0,1.0,0.060988534909011495,0.060976047821321155,0.999728922546208
centralized,iris,150,2,0,7,7.032,6,1.0,0.8667546254807146,0.8703541219152552,0.9868385451415098
centralized,iris,150,5,0,7,7.032,6,1.0,0.9338856190443032,0.9338856190443038,0.9868385451415098
centralized,iris,150,8,0,7,7.032,6,1.0,0.9338856190443032,0.9338856190443038,0.9868385451415098
local,ca_income,195665,5,1,7,3.731,6,1.0,0.006154393516550493,0.060976047821321155,0.016474576897936504
fl,iris,150,2,2,2.32,10000,18.0,1.0,0.8703577306363834,0.8703541219152552,0.9998420401411486
fl,iris,150,5,2,2.32,10000,18.0,1.0,0.9338856190443038,0.9338856190443038,0.9998420401411486
fl,iris,150,8,2,2.32,10000,18.0,1.0,0.9338856190443038,0.9338856190443038,0.9998420401411486
fl,ca_income,195665,8,0,2.32,10000,14.0,1.0,0.08688672572615871,0.0868238996592852,0.999728922546208
fl,iris,150,2,0,106.1,10000,6.0,1.0,0.8702409772770902,0.8703541219152552,0.9998673506447238
fl,iris,150,5,0,106.1,10000,6.0,1.0,0.9338856190443048,0.9338856190443038,0.9998673506447238
fl,iris,150,8,0,106.1,10000,6.0,1.0,0.9338856190443048,0.9338856190443038,0.9998673506447238
local,ca_income,195665,8,1,7,3.731,6,1.0,0.009676247931947513,0.0868238996592852,0.016474576897936504
centralized,iris,150,2,5,7,1.994,6,1.0,0.8692159829153329,0.8703541219152552,0.9984075990258552
centralized,iris,150,5,5,7,1.994,6,1.0,0.9338856190443038,0.9338856190443038,0.9984075990258552
centralized,iris,150,8,5,7,1.994,6,1.0,0.9338856190443038,0.9338856190443038,0.9984075990258552
local,iris,150,2,0,7,3.731,6,1.0,0.7220531038600171,0.8703541219152552,0.8568754147174874
local,iris,150,5,0,7,3.731,6,1.0,0.9338856190443036,0.9338856190443038,0.8568754147174874
local,iris,150,8,0,7,3.731,6,1.0,0.9338856190443036,0.9338856190443038,0.8568754147174874
fl,iris,150,2,2,0.671,10000,18.0,1.0,0.8703577306363647,0.8703541219152552,0.9998420396112211
fl,iris,150,5,2,0.671,10000,18.0,1.0,0.9338856190443042,0.9338856190443038,0.9998420396112211
fl,iris,150,8,2,0.671,10000,18.0,1.0,0.9338856190443042,0.9338856190443038,0.9998420396112211
fl,iris,150,2,0,29.4,10000,6.0,1.0,0.8703291868968708,0.8703541219152552,0.9998652852832496
fl,iris,150,5,0,29.4,10000,6.0,1.0,0.933885619044303,0.9338856190443038,0.9998652852832496
fl,iris,150,8,0,29.4,10000,6.0,1.0,0.933885619044303,0.9338856190443038,0.9998652852832496
local,iris,150,2,5,7,1.081,6,1.0,0.7576593998084358,0.8703541219152552,0.9443303384609877
local,iris,150,5,5,7,1.081,6,1.0,0.9338856190443032,0.9338856190443038,0.9443303384609877
local,iris,150,8,5,7,1.081,6,1.0,0.9338856190443032,0.9338856190443038,0.9443303384609877
centralized,iris,150,2,0,7,3.731,6,1.0,0.8691813707797021,0.8703541219152552,0.9955743313252627
centralized,iris,150,5,0,7,3.731,6,1.0,0.9338856190443039,0.9338856190443038,0.9955743313252627
centralized,iris,150,8,0,7,3.731,6,1.0,0.9338856190443039,0.9338856190443038,0.9955743313252627
fl,ca_income,195665,2,0,0.671,10000,14.0,1.0,0.030579022326205595,0.030571875879369347,0.9997289244939428
centralized,ca_income,195665,2,1,7,3.731,6,1.0,0.03053323400327143,0.030571875879369347,0.9990337258576886
fl,iris,150,2,2,0.2036,10000,18.0,1.0,0.8703577306363519,0.8703541219152552,0.9998420393342734
fl,iris,150,5,2,0.2036,10000,18.0,1.0,0.9338856190443044,0.9338856190443038,0.9998420393342734
fl,iris,150,8,2,0.2036,10000,18.0,1.0,0.9338856190443044,0.9338856190443038,0.9998420393342734
fl,ca_income,195665,5,0,0.671,10000,14.0,1.0,0.06098853490919819,0.060976047821321155,0.9997289244939428
fl,iris,150,2,0,8.19,10000,6.0,1.0,0.8703506473354796,0.8703541219152552,0.9998636259827072
fl,iris,150,5,0,8.19,10000,6.0,1.0,0.9338856190443041,0.9338856190443038,0.9998636259827072
fl,iris,150,8,0,8.19,10000,6.0,1.0,0.9338856190443041,0.9338856190443038,0.9998636259827072
centralized,ca_income,195665,5,1,7,3.731,6,1.0,0.060839222608753685,0.060976047821321155,0.9990337258576886
local,iris,150,2,0,7,1.994,6,1.0,0.7663851937525807,0.8703541219152552,0.9321853354481691
local,iris,150,5,0,7,1.994,6,1.0,0.9338856190443043,0.9338856190443038,0.9321853354481691
local,iris,150,8,0,7,1.994,6,1.0,0.9338856190443043,0.9338856190443038,0.9321853354481691
centralized,iris,150,2,5,7,1.081,6,1.0,0.8700081503539858,0.8703541219152552,0.99931383203969
centralized,iris,150,5,5,7,1.081,6,1.0,0.933885619044305,0.9338856190443038,0.99931383203969
centralized,iris,150,8,5,7,1.081,6,1.0,0.933885619044305,0.9338856190443038,0.99931383203969
fl,ca_income,195665,8,0,0.671,10000,14.0,1.0,0.08688672572634756,0.0868238996592852,0.9997289244939428
centralized,ca_income,195665,8,1,7,3.731,6,1.0,0.08660927410325314,0.0868238996592852,0.9990337258576886
fl,iris,150,2,2,0.067,10000,18.0,1.0,0.8703577306363437,0.8703541219152552,0.9998420391894658
fl,iris,150,5,2,0.067,10000,18.0,1.0,0.9338856190443039,0.9338856190443038,0.9998420391894658
fl,iris,150,8,2,0.067,10000,18.0,1.0,0.9338856190443039,0.9338856190443038,0.9998420391894658
fl,iris,150,2,0,2.32,10000,6.0,1.0,0.8703557949319118,0.8703541219152552,0.9998587190621288
fl,iris,150,5,0,2.32,10000,6.0,1.0,0.9338856190443032,0.9338856190443038,0.9998587190621288
fl,iris,150,8,0,2.32,10000,6.0,1.0,0.9338856190443032,0.9338856190443038,0.9998587190621288
centralized,iris,150,2,0,7,1.994,6,1.0,0.8699869874089529,0.8703541219152552,0.9988669681031245
centralized,iris,150,5,0,7,1.994,6,1.0,0.9338856190443039,0.9338856190443038,0.9988669681031245
centralized,iris,150,8,0,7,1.994,6,1.0,0.9338856190443039,0.9338856190443038,0.9988669681031245
local,iris,150,2,5,7,0.6,6,1.0,0.8369712390658216,0.8703541219152552,0.9843060838530393
local,iris,150,5,5,7,0.6,6,1.0,0.9338856190443033,0.9338856190443038,0.9843060838530393
local,iris,150,8,5,7,0.6,6,1.0,0.9338856190443033,0.9338856190443038,0.9843060838530393
fl,iris,150,2,3,382.3,10000,6.0,1.0,0.8702810168641343,0.8703541219152552,0.999700730797845
fl,iris,150,5,3,382.3,10000,6.0,1.0,0.9338856190443034,0.9338856190443038,0.999700730797845
fl,iris,150,8,3,382.3,10000,6.0,1.0,0.9338856190443034,0.9338856190443038,0.999700730797845
fl,iris,150,2,0,0.671,10000,6.0,1.0,0.8703553911639835,0.8703541219152552,0.9998599181727814
fl,iris,150,5,0,0.671,10000,6.0,1.0,0.9338856190443034,0.9338856190443038,0.9998599181727814
fl,iris,150,8,0,0.671,10000,6.0,1.0,0.9338856190443034,0.9338856190443038,0.9998599181727814
fl,ca_income,195665,2,0,0.2036,10000,14.0,1.0,0.030579022326229787,0.030571875879369347,0.9997289253651946
local,ca_income,195665,2,1,7,1.994,6,1.0,0.0025485860288267373,0.030571875879369347,0.021012524924624132
centralized,iris,150,2,5,7,0.6,6,1.0,0.8702473295625437,0.8703541219152552,0.9996254345398754
centralized,iris,150,5,5,7,0.6,6,1.0,0.933885619044304,0.9338856190443038,0.9996254345398754
centralized,iris,150,8,5,7,0.6,6,1.0,0.933885619044304,0.9338856190443038,0.9996254345398754
local,iris,150,2,0,7,1.081,6,1.0,0.8297865709173796,0.8703541219152552,0.9853006839447797
local,iris,150,5,0,7,1.081,6,1.0,0.933885619044304,0.9338856190443038,0.9853006839447797
local,iris,150,8,0,7,1.081,6,1.0,0.933885619044304,0.9338856190443038,0.9853006839447797
fl,ca_income,195665,5,0,0.2036,10000,14.0,1.0,0.06098853490926397,0.060976047821321155,0.9997289253651946
local,ca_income,195665,5,1,7,1.994,6,1.0,0.006253725417163604,0.060976047821321155,0.021012524924624132
fl,iris,150,2,3,106.1,10000,6.0,1.0,0.8703334453880559,0.8703541219152552,0.999783322666849
fl,iris,150,5,3,106.1,10000,6.0,1.0,0.9338856190443036,0.9338856190443038,0.999783322666849
fl,iris,150,8,3,106.1,10000,6.0,1.0,0.9338856190443036,0.9338856190443038,0.999783322666849
fl,iris,150,2,0,0.2036,10000,6.0,1.0,0.8703549840174917,0.8703541219152552,0.9998605797212603
fl,iris,150,5,0,0.2036,10000,6.0,1.0,0.9338856190443033,0.9338856190443038,0.9998605797212603
fl,iris,150,8,0,0.2036,10000,6.0,1.0,0.9338856190443033,0.9338856190443038,0.9998605797212603
fl,ca_income,195665,8,0,0.2036,10000,14.0,1.0,0.08688672572647349,0.0868238996592852,0.9997289253651946
local,iris,150,2,5,7,0.344,6,1.0,0.8628965684444375,0.8703541219152552,0.9956678857006086
local,iris,150,5,5,7,0.344,6,1.0,0.933885619044304,0.9338856190443038,0.9956678857006086
local,iris,150,8,5,7,0.344,6,1.0,0.933885619044304,0.9338856190443038,0.9956678857006086
centralized,iris,150,2,0,7,1.081,6,1.0,0.8702421343285643,0.8703541219152552,0.9998068476858663
centralized,iris,150,5,0,7,1.081,6,1.0,0.9338856190443046,0.9338856190443038,0.9998068476858663
centralized,iris,150,8,0,7,1.081,6,1.0,0.9338856190443046,0.9338856190443038,0.9998068476858663
local,ca_income,195665,8,1,7,1.994,6,1.0,0.009830247373709251,0.0868238996592852,0.021012524924624132
fl,iris,150,2,3,29.4,10000,6.0,1.0,0.8703486781088069,0.8703541219152552,0.9998210855481734
fl,iris,150,5,3,29.4,10000,6.0,1.0,0.9338856190443037,0.9338856190443038,0.9998210855481734
fl,iris,150,8,3,29.4,10000,6.0,1.0,0.9338856190443037,0.9338856190443038,0.9998210855481734
fl,iris,150,2,0,0.067,10000,6.0,1.0,0.8703547161445353,0.8703541219152552,0.9998608652202452
fl,iris,150,5,0,0.067,10000,6.0,1.0,0.9338856190443033,0.9338856190443038,0.9998608652202452
fl,iris,150,8,0,0.067,10000,6.0,1.0,0.9338856190443033,0.9338856190443038,0.9998608652202452
centralized,iris,150,2,5,7,0.344,6,1.0,0.8703209156539088,0.8703541219152552,0.9997417917628952
centralized,iris,150,5,5,7,0.344,6,1.0,0.9338856190443036,0.9338856190443038,0.9997417917628952
centralized,iris,150,8,5,7,0.344,6,1.0,0.9338856190443036,0.9338856190443038,0.9997417917628952
local,iris,150,2,0,7,0.6,6,1.0,0.8622684730932019,0.8703541219152552,0.9880763704014291
local,iris,150,5,0,7,0.6,6,1.0,0.9338856190443038,0.9338856190443038,0.9880763704014291
local,iris,150,8,0,7,0.6,6,1.0,0.9338856190443038,0.9338856190443038,0.9880763704014291
fl,ca_income,195665,2,0,0.067,10000,14.0,1.0,0.030579022326218668,0.030571875879369347,0.9997289253409288
fl,iris,150,2,3,8.19,10000,6.0,1.0,0.8703531881302555,0.8703541219152552,0.9998394179577205
fl,iris,150,5,3,8.19,10000,6.0,1.0,0.9338856190443047,0.9338856190443038,0.9998394179577205
fl,iris,150,8,3,8.19,10000,6.0,1.0,0.9338856190443047,0.9338856190443038,0.9998394179577205
centralized,ca_income,195665,2,1,7,1.994,6,1.0,0.0305659025184029,0.030571875879369347,0.999510508801485
fl,iris,150,2,0,382.3,10000,10.0,1.0,0.8703557277110882,0.8703541219152552,0.9998448538075575
fl,iris,150,5,0,382.3,10000,10.0,1.0,0.9338856190443047,0.9338856190443038,0.9998448538075575
fl,iris,150,8,0,382.3,10000,10.0,1.0,0.9338856190443047,0.9338856190443038,0.9998448538075575
centralized,iris,150,2,0,7,0.6,6,1.0,0.8703209024062462,0.8703541219152552,0.9999889151918832
centralized,iris,150,5,0,7,0.6,6,1.0,0.9338856190443039,0.9338856190443038,0.9999889151918832
centralized,iris,150,8,0,7,0.6,6,1.0,0.9338856190443039,0.9338856190443038,0.9999889151918832
fl,ca_income,195665,5,0,0.067,10000,14.0,1.0,0.060988534909259706,0.060976047821321155,0.9997289253409288
centralized,ca_income,195665,5,1,7,1.994,6,1.0,0.06094581331753759,0.060976047821321155,0.999510508801485
fl,ca_income,195665,8,0,0.067,10000,14.0,1.0,0.086886725726479,0.0868238996592852,0.9997289253409288
fl,iris,150,2,3,2.32,10000,6.0,1.0,0.8703546013623106,0.8703541219152552,0.9998484570550117
fl,iris,150,5,3,2.32,10000,6.0,1.0,0.9338856190443038,0.9338856190443038,0.9998484570550117
fl,iris,150,8,3,2.32,10000,6.0,1.0,0.9338856190443038,0.9338856190443038,0.9998484570550117
centralized,ca_income,195665,8,1,7,1.994,6,1.0,0.08680807861479892,0.0868238996592852,0.999510508801485
fl,iris,150,2,0,106.1,10000,10.0,1.0,0.870357167019479,0.8703541219152552,0.9998445140781453
fl,iris,150,5,0,106.1,10000,10.0,1.0,0.9338856190443043,0.9338856190443038,0.9998445140781453
fl,iris,150,8,0,106.1,10000,10.0,1.0,0.9338856190443043,0.9338856190443038,0.9998445140781453
local,iris,150,2,0,7,0.344,6,1.0,0.8690494540365024,0.8703541219152552,0.9929873311952001
local,iris,150,5,0,7,0.344,6,1.0,0.9338856190443034,0.9338856190443038,0.9929873311952001
local,iris,150,8,0,7,0.344,6,1.0,0.9338856190443034,0.9338856190443038,0.9929873311952001
fl,iris,150,2,3,0.671,10000,6.0,1.0,0.8703546624867452,0.8703541219152552,0.9998524127987509
fl,iris,150,5,3,0.671,10000,6.0,1.0,0.9338856190443032,0.9338856190443038,0.9998524127987509
fl,iris,150,8,3,0.671,10000,6.0,1.0,0.9338856190443032,0.9338856190443038,0.9998524127987509
fl,iris,150,2,0,29.4,10000,10.0,1.0,0.8703575698470809,0.8703541219152552,0.99984432620899
fl,iris,150,5,0,29.4,10000,10.0,1.0,0.9338856190443032,0.9338856190443038,0.99984432620899
fl,iris,150,8,0,29.4,10000,10.0,1.0,0.9338856190443032,0.9338856190443038,0.99984432620899
centralized,iris,150,2,0,7,0.344,6,1.0,0.8703453970423376,0.8703541219152552,0.9999808945729067
centralized,iris,150,5,0,7,0.344,6,1.0,0.9338856190443042,0.9338856190443038,0.9999808945729067
centralized,iris,150,8,0,7,0.344,6,1.0,0.9338856190443042,0.9338856190443038,0.9999808945729067
fl,ca_income,195665,2,0,382.3,10000,18.0,1.0,0.030579022332545013,0.030571875879369347,0.999728930234348
local,ca_income,195665,2,1,7,1.081,6,1.0,0.0027162115083141664,0.030571875879369347,0.035516017368668926
fl,iris,150,2,3,0.2036,10000,6.0,1.0,0.8703550317850681,0.8703541219152552,0.9998551670414778
fl,iris,150,5,3,0.2036,10000,6.0,1.0,0.9338856190443039,0.9338856190443038,0.9998551670414778
fl,iris,150,8,3,0.2036,10000,6.0,1.0,0.9338856190443039,0.9338856190443038,0.9998551670414778
fl,ca_income,195665,5,0,382.3,10000,18.0,1.0,0.060988534926224316,0.060976047821321155,0.999728930234348
fl,iris,150,2,0,8.19,10000,10.0,1.0,0.8703576828759015,0.8703541219152552,0.9998442252162529
fl,iris,150,5,0,8.19,10000,10.0,1.0,0.9338856190443043,0.9338856190443038,0.9998442252162529
fl,iris,150,8,0,8.19,10000,10.0,1.0,0.9338856190443043,0.9338856190443038,0.9998442252162529
local,ca_income,195665,5,1,7,1.081,6,1.0,0.006667846699855096,0.060976047821321155,0.035516017368668926
local,iris,150,2,1,7,25.077,6,1.0,0.632047488789969,0.8703541219152552,0.428019579236771
local,iris,150,5,1,7,25.077,6,1.0,0.9338856190443039,0.9338856190443038,0.428019579236771
local,iris,150,8,1,7,25.077,6,1.0,0.9338856190443039,0.9338856190443038,0.428019579236771
fl,ca_income,195665,8,0,382.3,10000,18.0,1.0,0.08688672575470023,0.0868238996592852,0.999728930234348
local,ca_income,195665,8,1,7,1.081,6,1.0,0.010510841939914774,0.0868238996592852,0.035516017368668926
fl,iris,150,2,3,0.067,10000,6.0,1.0,0.8703551957113461,0.8703541219152552,0.9998566233327898
fl,iris,150,5,3,0.067,10000,6.0,1.0,0.9338856190443033,0.9338856190443038,0.9998566233327898
fl,iris,150,8,3,0.067,10000,6.0,1.0,0.9338856190443033,0.9338856190443038,0.9998566233327898
fl,iris,150,2,0,2.32,10000,10.0,1.0,0.8703577150074073,0.8703541219152552,0.9998441719709694
fl,iris,150,5,0,2.32,10000,10.0,1.0,0.9338856190443036,0.9338856190443038,0.9998441719709694
fl,iris,150,8,0,2.32,10000,10.0,1.0,0.9338856190443036,0.9338856190443038,0.9998441719709694
centralized,iris,150,2,1,7,25.077,6,1.0,0.3528355780134239,0.8703541219152552,0.5006727877516757
centralized,iris,150,5,1,7,25.077,6,1.0,0.9338856190443041,0.9338856190443038,0.5006727877516757
centralized,iris,150,8,1,7,25.077,6,1.0,0.9338856190443041,0.9338856190443038,0.5006727877516757
fl,iris,150,2,3,382.3,10000,10.0,1.0,0.8703574541921577,0.8703541219152552,0.9998338058059825
fl,iris,150,5,3,382.3,10000,10.0,1.0,0.9338856190443049,0.9338856190443038,0.9998338058059825
fl,iris,150,8,3,382.3,10000,10.0,1.0,0.9338856190443049,0.9338856190443038,0.9998338058059825
fl,ca_income,195665,2,0,106.1,10000,18.0,1.0,0.03057902233256986,0.030571875879369347,0.9997289299284716
fl,iris,150,2,0,0.671,10000,10.0,1.0,0.8703577244690879,0.8703541219152552,0.9998441433883873
fl,iris,150,5,0,0.671,10000,10.0,1.0,0.933885619044304,0.9338856190443038,0.9998441433883873
fl,iris,150,8,0,0.671,10000,10.0,1.0,0.933885619044304,0.9338856190443038,0.9998441433883873
centralized,ca_income,195665,2,1,7,1.081,6,1.0,0.030575160173932504,0.030571875879369347,0.999654087074574
local,iris,150,2,1,7,13.285,6,1.0,0.6155894328269721,0.8703541219152552,0.42026984130765815
local,iris,150,5,1,7,13.285,6,1.0,0.9338856190443039,0.9338856190443038,0.42026984130765815
local,iris,150,8,1,7,13.285,6,1.0,0.9338856190443039,0.9338856190443038,0.42026984130765815
fl,ca_income,195665,5,0,106.1,10000,18.0,1.0,0.060988534926321156,0.060976047821321155,0.9997289299284716
centralized,ca_income,195665,5,1,7,1.081,6,1.0,0.06097596717607055,0.060976047821321155,0.999654087074574
fl,iris,150,2,3,106.1,10000,10.0,1.0,0.8703576496139629,0.8703541219152552,0.9998378234911358
fl,iris,150,5,3,106.1,10000,10.0,1.0,0.9338856190443036,0.9338856190443038,0.9998378234911358
fl,iris,150,8,3,106.1,10000,10.0,1.0,0.9338856190443036,0.9338856190443038,0.9998378234911358
fl,ca_income,195665,8,0,106.1,10000,18.0,1.0,0.08688672575486239,0.0868238996592852,0.9997289299284716
centralized,ca_income,195665,8,1,7,1.081,6,1.0,0.08686365105773355,0.0868238996592852,0.999654087074574
fl,iris,150,2,0,0.2036,10000,10.0,1.0,0.8703577273778688,0.8703541219152552,0.9998441290457452
fl,iris,150,5,0,0.2036,10000,10.0,1.0,0.933885619044304,0.9338856190443038,0.9998441290457452
fl,iris,150,8,0,0.2036,10000,10.0,1.0,0.933885619044304,0.9338856190443038,0.9998441290457452
centralized,iris,150,2,1,7,13.285,6,1.0,0.5785597098063181,0.8703541219152552,0.9037274535871189
centralized,iris,150,5,1,7,13.285,6,1.0,0.9338856190443032,0.9338856190443038,0.9037274535871189
centralized,iris,150,8,1,7,13.285,6,1.0,0.9338856190443032,0.9338856190443038,0.9037274535871189
fl,iris,150,2,3,29.4,10000,10.0,1.0,0.8703577032361394,0.8703541219152552,0.9998399197922091
fl,iris,150,5,3,29.4,10000,10.0,1.0,0.933885619044303,0.9338856190443038,0.9998399197922091
fl,iris,150,8,3,29.4,10000,10.0,1.0,0.933885619044303,0.9338856190443038,0.9998399197922091
local,iris,150,2,1,7,7.032,6,1.0,0.5954354973145259,0.8703541219152552,0.4106783293538842
local,iris,150,5,1,7,7.032,6,1.0,0.9338856190443038,0.9338856190443038,0.4106783293538842
local,iris,150,8,1,7,7.032,6,1.0,0.9338856190443038,0.9338856190443038,0.4106783293538842
fl,iris,150,2,0,0.067,10000,10.0,1.0,0.8703577283413853,0.8703541219152552,0.9998441212072988
fl,iris,150,5,0,0.067,10000,10.0,1.0,0.9338856190443044,0.9338856190443038,0.9998441212072988
fl,iris,150,8,0,0.067,10000,10.0,1.0,0.9338856190443044,0.9338856190443038,0.9998441212072988
fl,ca_income,195665,2,0,29.4,10000,18.0,1.0,0.03057902233257534,0.030571875879369347,0.9997289316913222
local,ca_income,195665,2,1,7,0.6,6,1.0,0.004150450834423456,0.030571875879369347,0.20607470455902258
fl,iris,150,2,3,8.19,10000,10.0,1.0,0.8703577177186365,0.8703541219152552,0.9998410143274798
fl,iris,150,5,3,8.19,10000,10.0,1.0,0.9338856190443036,0.9338856190443038,0.9998410143274798
fl,iris,150,8,3,8.19,10000,10.0,1.0,0.9338856190443036,0.9338856190443038,0.9998410143274798
fl,ca_income,195665,5,0,29.4,10000,18.0,1.0,0.060988534926342125,0.060976047821321155,0.9997289316913222
centralized,iris,150,2,1,7,7.032,6,1.0,0.742503026456977,0.8703541219152552,0.9850138450042437
centralized,iris,150,5,1,7,7.032,6,1.0,0.9338856190443032,0.9338856190443038,0.9850138450042437
centralized,iris,150,8,1,7,7.032,6,1.0,0.9338856190443032,0.9338856190443038,0.9850138450042437
local,ca_income,195665,5,1,7,0.6,6,1.0,0.009453304021509047,0.060976047821321155,0.20607470455902258
fl,iris,150,2,0,382.3,10000,14.0,1.0,0.8703577229595167,0.8703541219152552,0.9998422303571448
fl,iris,150,5,0,382.3,10000,14.0,1.0,0.9338856190443041,0.9338856190443038,0.9998422303571448
fl,iris,150,8,0,382.3,10000,14.0,1.0,0.9338856190443041,0.9338856190443038,0.9998422303571448
fl,ca_income,195665,8,0,29.4,10000,18.0,1.0,0.08688672575489786,0.0868238996592852,0.9997289316913222
local,ca_income,195665,8,1,7,0.6,6,1.0,0.01425916733608164,0.0868238996592852,0.20607470455902258
fl,iris,150,2,3,2.32,10000,10.0,1.0,0.87035772154455,0.8703541219152552,0.9998415848498015
fl,iris,150,5,3,2.32,10000,10.0,1.0,0.9338856190443037,0.9338856190443038,0.9998415848498015
fl,iris,150,8,3,2.32,10000,10.0,1.0,0.9338856190443037,0.9338856190443038,0.9998415848498015
local,iris,150,2,1,7,3.731,6,1.0,0.5929657541929754,0.8703541219152552,0.4095461734820291
local,iris,150,5,1,7,3.731,6,1.0,0.9338856190443039,0.9338856190443038,0.4095461734820291
local,iris,150,8,1,7,3.731,6,1.0,0.9338856190443039,0.9338856190443038,0.4095461734820291
fl,iris,150,2,0,106.1,10000,14.0,1.0,0.8703577285155679,0.8703541219152552,0.9998422072546462
fl,iris,150,5,0,106.1,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998422072546462
fl,iris,150,8,0,106.1,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998422072546462
fl,iris,150,2,3,0.671,10000,10.0,1.0,0.8703577225215304,0.8703541219152552,0.9998418844618118
fl,iris,150,5,3,0.671,10000,10.0,1.0,0.933885619044305,0.9338856190443038,0.9998418844618118
fl,iris,150,8,3,0.671,10000,10.0,1.0,0.933885619044305,0.9338856190443038,0.9998418844618118
fl,ca_income,195665,2,0,8.19,10000,18.0,1.0,0.030579022332577616,0.030571875879369347,0.9997289320966811
centralized,iris,150,2,1,7,3.731,6,1.0,0.8465183033543007,0.8703541219152552,0.9972744963626788
centralized,iris,150,5,1,7,3.731,6,1.0,0.9338856190443036,0.9338856190443038,0.9972744963626788
centralized,iris,150,8,1,7,3.731,6,1.0,0.9338856190443036,0.9338856190443038,0.9972744963626788
fl,iris,150,2,0,29.4,10000,14.0,1.0,0.8703577300532284,0.8703541219152552,0.9998421950395886
fl,iris,150,5,0,29.4,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998421950395886
fl,iris,150,8,0,29.4,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998421950395886
centralized,ca_income,195665,2,1,7,0.6,6,1.0,0.030577831515651428,0.030571875879369347,0.9997001209699021
fl,ca_income,195665,5,0,8.19,10000,18.0,1.0,0.06098853492634815,0.060976047821321155,0.9997289320966811
fl,iris,150,2,3,0.2036,10000,10.0,1.0,0.8703577227497745,0.8703541219152552,0.9998420409631218
fl,iris,150,5,3,0.2036,10000,10.0,1.0,0.9338856190443041,0.9338856190443038,0.9998420409631218
fl,iris,150,8,3,0.2036,10000,10.0,1.0,0.9338856190443041,0.9338856190443038,0.9998420409631218
centralized,ca_income,195665,5,1,7,0.6,6,1.0,0.0609846612152952,0.060976047821321155,0.9997001209699021
fl,ca_income,195665,8,0,8.19,10000,18.0,1.0,0.08688672575491257,0.0868238996592852,0.9997289320966811
local,iris,150,2,1,7,1.994,6,1.0,0.6471113186766226,0.8703541219152552,0.4731251780307955
local,iris,150,5,1,7,1.994,6,1.0,0.9338856190443041,0.9338856190443038,0.4731251780307955
local,iris,150,8,1,7,1.994,6,1.0,0.9338856190443041,0.9338856190443038,0.4731251780307955
fl,iris,150,2,0,8.19,10000,14.0,1.0,0.870357730475692,0.8703541219152552,0.9998421886195366
fl,iris,150,5,0,8.19,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998421886195366
fl,iris,150,8,0,8.19,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998421886195366
centralized,ca_income,195665,8,1,7,0.6,6,1.0,0.08687962229970457,0.0868238996592852,0.9997001209699021
fl,iris,150,2,3,0.067,10000,10.0,1.0,0.8703577227942226,0.8703541219152552,0.9998421227268751
fl,iris,150,5,3,0.067,10000,10.0,1.0,0.9338856190443037,0.9338856190443038,0.9998421227268751
fl,iris,150,8,3,0.067,10000,10.0,1.0,0.9338856190443037,0.9338856190443038,0.9998421227268751
centralized,iris,150,2,1,7,1.994,6,1.0,0.8655002652506911,0.8703541219152552,0.9994454418671033
centralized,iris,150,5,1,7,1.994,6,1.0,0.9338856190443034,0.9338856190443038,0.9994454418671033
centralized,iris,150,8,1,7,1.994,6,1.0,0.9338856190443034,0.9338856190443038,0.9994454418671033
fl,iris,150,2,0,2.32,10000,14.0,1.0,0.87035773059118,0.8703541219152552,0.9998421852597343
fl,iris,150,5,0,2.32,10000,14.0,1.0,0.9338856190443036,0.9338856190443038,0.9998421852597343
fl,iris,150,8,0,2.32,10000,14.0,1.0,0.9338856190443036,0.9338856190443038,0.9998421852597343
fl,ca_income,195665,2,0,2.32,10000,18.0,1.0,0.030579022332578157,0.030571875879369347,0.9997289315349984
fl,iris,150,2,3,382.3,10000,14.0,1.0,0.8703577297645527,0.8703541219152552,0.9998415886069678
fl,iris,150,5,3,382.3,10000,14.0,1.0,0.9338856190443036,0.9338856190443038,0.9998415886069678
fl,iris,150,8,3,382.3,10000,14.0,1.0,0.9338856190443036,0.9338856190443038,0.9998415886069678
local,ca_income,195665,2,1,7,0.344,6,1.0,0.021112844241225864,0.030571875879369347,0.865352361473993
fl,ca_income,195665,5,0,2.32,10000,18.0,1.0,0.060988534926349994,0.060976047821321155,0.9997289315349984
local,iris,150,2,1,7,1.081,6,1.0,0.7367386842453398,0.8703541219152552,0.8613104648004618
local,iris,150,5,1,7,1.081,6,1.0,0.9338856190443048,0.9338856190443038,0.8613104648004618
local,iris,150,8,1,7,1.081,6,1.0,0.9338856190443048,0.9338856190443038,0.8613104648004618
fl,iris,150,2,0,0.671,10000,14.0,1.0,0.8703577306228786,0.8703541219152552,0.9998421834929558
fl,iris,150,5,0,0.671,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998421834929558
fl,iris,150,8,0,0.671,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998421834929558
